Move Number,Move Name,Move Type,Move Category,Base Power,Accuracy,PP,Target,Priority,Flag: protect,Flag: mirror,Flag: heal,Flag: metronome,Flag: contact,Flag: snatch,Flag: bullet,Flag: distance,Flag: slicing,Flag: wind,Flag: bypasssub,Flag: allyanim,Flag: sound,Flag: dance,Flag: failencore,Flag: nosleeptalk,Flag: noassist,Flag: failcopycat,Flag: failmimic,Flag: failinstruct,Flag: reflectable,Flag: pulse,Flag: failmefirst,Flag: bite,Flag: recharge,Flag: nosketch,Flag: cantusetwice,Flag: nonsky,Flag: charge,Flag: gravity,Flag: punch,Flag: defrost,Flag: powder,Flag: futuremove,Flag: noparentalbond,Flag: pledgecombo,Flag: mustpressure,Secondary: chance,Secondary: boosts,Secondary: volatileStatus,Secondary: onHit,Secondary: self,Secondary: status,Boost: spdef,Boost: atk,Boost: speed,Boost: def,Boost: accuracy,Boost: spatk
463,magmastorm,Fire,Special,100,75,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,magnetbomb,Steel,Physical,60,true,20,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,magneticflux,Electric,Status,0,true,20,allySide,0,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,magnetrise,Electric,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
222,magnitude,Ground,Physical,0,100,30,allAdjacent,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
874,makeitrain,Steel,Special,120,100,5,allAdjacentFoes,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,maliciousmoonsault,Dark,Physical,180,true,1,normal,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,malignantchain,Poison,Special,100,100,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,tox,,,,,,
561,matblock,Fighting,Status,0,true,10,allySide,0,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
902,matchagotcha,Grass,Special,80,90,15,allAdjacentFoes,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20,,,,,brn,,,,,,
766,maxairstream,Flying,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,maxdarkness,Dark,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,maxflare,Fire,Physical,100,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,maxflutterby,Bug,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,maxgeyser,Water,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,maxguard,Normal,Status,0,true,10,self,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,maxhailstorm,Ice,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,maxknuckle,Fighting,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,maxlightning,Electric,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,maxmindstorm,Psychic,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,maxooze,Poison,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,maxovergrowth,Grass,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,maxphantasm,Ghost,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,maxquake,Ground,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,maxrockfall,Rock,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,maxstarfall,Fairy,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,maxsteelspike,Steel,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,maxstrike,Normal,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,maxwyrmwind,Dragon,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,meanlook,Normal,Status,0,true,5,normal,0,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,meditate,Psychic,Status,0,true,40,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,mefirst,Normal,Status,0,true,20,adjacentFoe,0,1,,,,,,,,,,1,,,,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
72,megadrain,Grass,Special,40,100,15,normal,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,megahorn,Bug,Physical,120,85,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,megakick,Normal,Physical,120,75,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,megapunch,Normal,Physical,80,85,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
262,memento,Dark,Status,0,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,menacingmoonrazemaelstrom,Ghost,Special,200,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,metalburst,Steel,Physical,0,100,10,scripted,0,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
232,metalclaw,Steel,Physical,50,95,35,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,[object Object],,,,,,,
319,metalsound,Steel,Status,0,85,40,normal,0,1,1,,1,,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,meteorassault,Fighting,Physical,150,100,5,normal,0,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
800,meteorbeam,Rock,Special,120,90,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
309,meteormash,Steel,Physical,90,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,20,,,,[object Object],,,,,,,
118,metronome,Normal,Status,0,true,10,self,0,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,mightycleave,Rock,Physical,95,100,5,normal,0,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,milkdrink,Normal,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,mimic,Normal,Status,0,true,10,normal,0,1,,,,,,,,,,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,mindblown,Fire,Special,150,100,5,allAdjacent,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,mindreader,Normal,Status,0,true,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,minimize,Normal,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,miracleeye,Psychic,Status,0,true,40,normal,0,1,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,mirrorcoat,Psychic,Special,0,100,20,scripted,-5,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
119,mirrormove,Flying,Status,0,true,20,normal,0,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,mirrorshot,Steel,Special,65,85,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,[object Object],,,,,,,,,-1,
54,mist,Ice,Status,0,true,30,allySide,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,mistball,Psychic,Special,95,100,5,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,[object Object],,,,,,,,,,-1
802,mistyexplosion,Fairy,Special,100,100,5,allAdjacent,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,mistyterrain,Fairy,Status,0,true,10,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
585,moonblast,Fairy,Special,95,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,[object Object],,,,,,,,,,-1
714,moongeistbeam,Ghost,Special,100,100,5,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,moonlight,Fairy,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,morningsun,Normal,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,mortalspin,Poison,Physical,30,100,15,allAdjacentFoes,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,psn,,,,,,
836,mountaingale,Ice,Physical,100,85,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
426,mudbomb,Ground,Special,65,85,10,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,[object Object],,,,,,,,,-1,
341,mudshot,Ground,Special,55,95,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,-1,,,
189,mudslap,Ground,Special,20,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,,,-1,
300,mudsport,Ground,Status,0,true,15,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
330,muddywater,Water,Special,90,85,10,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,30,[object Object],,,,,,,,,-1,
718,multiattack,Normal,Physical,120,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,mysticalfire,Fire,Special,75,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,,,,-1
832,mysticalpower,Psychic,Special,70,90,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,[object Object],,,,,,,
417,nastyplot,Dark,Status,0,true,20,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,naturalgift,Normal,Physical,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,naturepower,Normal,Status,0,true,20,normal,0,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,naturesmadness,Fairy,Special,0,90,10,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,needlearm,Grass,Physical,60,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
636,neverendingnightmare,Ghost,Physical,1,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,nightdaze,Dark,Special,85,95,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,[object Object],,,,,,,,,-1,
171,nightmare,Ghost,Status,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,nightshade,Ghost,Special,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,nightslash,Dark,Physical,70,100,15,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,nobleroar,Normal,Status,0,100,30,normal,0,1,1,,1,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,noretreat,Fighting,Status,0,true,5,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,noxioustorque,Poison,Physical,100,100,10,normal,0,1,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,,,1,,,,,,,,,,,,30,,,,,psn,,,,,,
609,nuzzle,Electric,Physical,20,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,par,,,,,,
613,oblivionwing,Flying,Special,80,100,10,any,0,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,obstruct,Dark,Status,0,100,10,self,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,oceanicoperetta,Water,Special,195,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,octazooka,Water,Special,65,85,10,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,[object Object],,,,,,,,,-1,
753,octolock,Fighting,Status,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,odorsleuth,Normal,Status,0,true,40,normal,0,1,1,,1,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,ominouswind,Ghost,Special,60,100,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,[object Object],,,,,,,
856,orderup,Dragon,Physical,80,100,10,normal,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,originpulse,Water,Special,110,85,10,allAdjacentFoes,0,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,outrage,Dragon,Physical,120,100,10,randomNormal,0,1,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,overdrive,Electric,Special,80,100,10,allAdjacentFoes,0,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,overheat,Fire,Special,130,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,painsplit,Normal,Status,0,true,20,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,paraboliccharge,Electric,Special,65,100,20,allAdjacent,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,partingshot,Dark,Status,0,100,20,normal,0,1,1,,1,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,payback,Dark,Physical,50,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,payday,Normal,Physical,40,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,peck,Flying,Physical,35,100,35,any,0,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,perishsong,Normal,Status,0,true,5,all,0,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,petalblizzard,Grass,Physical,90,100,15,allAdjacent,0,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,petaldance,Grass,Special,120,100,10,randomNormal,0,1,1,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,phantomforce,Ghost,Physical,90,100,10,normal,0,,1,,1,1,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
722,photongeyser,Psychic,Special,100,100,5,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,pikapapow,Electric,Special,0,true,20,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,pinmissile,Bug,Physical,25,95,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,plasmafists,Electric,Physical,100,100,15,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
589,playnice,Normal,Status,0,true,20,normal,0,,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,playrough,Fairy,Physical,90,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,[object Object],,,,,,-1,,,,
365,pluck,Flying,Physical,60,100,20,any,0,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,poisonfang,Poison,Physical,50,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,50,,,,,tox,,,,,,
139,poisongas,Poison,Status,0,90,40,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,poisonjab,Poison,Physical,80,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,psn,,,,,,
77,poisonpowder,Poison,Status,0,75,35,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
40,poisonsting,Poison,Physical,15,100,35,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,psn,,,,,,
342,poisontail,Poison,Physical,50,100,25,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,psn,,,,,,
676,pollenpuff,Bug,Special,90,100,15,normal,0,1,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,poltergeist,Ghost,Physical,110,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,populationbomb,Normal,Physical,20,90,10,normal,0,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,pounce,Bug,Physical,50,100,20,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,-1,,,
1,pound,Normal,Physical,40,100,35,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,powder,Bug,Status,0,100,20,normal,1,1,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
181,powdersnow,Ice,Special,40,100,25,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,frz,,,,,,
408,powergem,Rock,Special,80,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,powershift,Normal,Status,0,true,10,self,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,powersplit,Psychic,Status,0,true,10,normal,0,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,powerswap,Psychic,Status,0,true,10,normal,0,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,powertrick,Psychic,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,powertrip,Dark,Physical,20,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,poweruppunch,Fighting,Physical,40,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,100,,,,[object Object],,,,,,,
438,powerwhip,Grass,Physical,120,85,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,precipiceblades,Ground,Physical,120,85,10,allAdjacentFoes,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
217,present,Normal,Physical,0,90,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,prismaticlaser,Psychic,Special,160,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
182,protect,Normal,Status,0,true,10,self,4,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,psybeam,Psychic,Special,65,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,confusion,,,,,,,,,
875,psyblade,Psychic,Physical,80,100,15,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,psychup,Normal,Status,0,true,10,normal,0,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,psychic,Psychic,Special,90,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,[object Object],,,,,-1,,,,,
706,psychicfangs,Psychic,Physical,85,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
917,psychicnoise,Psychic,Special,75,100,10,normal,0,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,healblock,,,,,,,,,
678,psychicterrain,Psychic,Status,0,true,10,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
354,psychoboost,Psychic,Special,140,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,psychocut,Psychic,Physical,70,100,20,normal,0,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,psychoshift,Psychic,Status,0,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,psyshieldbash,Psychic,Physical,70,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,[object Object],,,,,,,
473,psyshock,Psychic,Special,80,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,psystrike,Psychic,Special,100,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,psywave,Psychic,Special,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,pulverizingpancake,Normal,Physical,210,true,1,normal,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,punishment,Dark,Physical,0,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,purify,Poison,Status,0,true,20,normal,0,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,pursuit,Dark,Physical,40,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,pyroball,Fire,Physical,120,90,5,normal,0,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,,,,,brn,,,,,,
511,quash,Dark,Status,0,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,quickattack,Normal,Physical,40,100,30,normal,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,quickguard,Fighting,Status,0,true,15,allySide,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,quiverdance,Bug,Status,0,true,20,self,0,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,rage,Normal,Physical,20,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,ragefist,Ghost,Physical,50,100,10,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
476,ragepowder,Bug,Status,0,true,20,self,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
873,ragingbull,Normal,Physical,90,100,10,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
